Name,Profession,Month,Savings Balance,Loan Balance,Net Worth,Net Worth Label
Jack-mil,"Police, Fire, EMT",1,1175.02,0.0,1175.02,"$1,175.02"
Jack-mil,"Police, Fire, EMT",2,2354.8271769282624,0.0,2354.8271769282624,"$2,354.83"
Jack-mil,"Police, Fire, EMT",3,3539.4410343361674,0.0,3539.4410343361674,"$3,539.44"
Jack-mil,"Police, Fire, EMT",4,4728.881155234977,0.0,4728.881155234977,"$4,728.88"
Jack-mil,"Police, Fire, EMT",5,5923.167202419567,0.0,5923.167202419567,"$5,923.17"
Jack-mil,"Police, Fire, EMT",6,7122.3189187934695,0.0,7122.3189187934695,"$7,122.32"
Jack-mil,"Police, Fire, EMT",7,8326.356127695255,0.0,8326.356127695255,"$8,326.36"
Jack-mil,"Police, Fire, EMT",8,9535.298733226226,0.0,9535.298733226226,"$9,535.30"
Jack-mil,"Police, Fire, EMT",9,10749.166720579455,0.0,10749.166720579455,"$10,749.17"
Jack-mil,"Police, Fire, EMT",10,11967.98015637017,0.0,11967.98015637017,"$11,967.98"
Jack-mil,"Police, Fire, EMT",11,13191.75918896747,0.0,13191.75918896747,"$13,191.76"
Jack-mil,"Police, Fire, EMT",12,14420.524048827405,0.0,14420.524048827405,"$14,420.52"
Jack-mil,"Police, Fire, EMT",13,15654.295048827405,0.0,15654.295048827405,"$15,654.30"
Jack-mil,"Police, Fire, EMT",14,16893.09258460208,0.0,16893.09258460208,"$16,893.09"
Jack-mil,"Police, Fire, EMT",15,18136.93713488038,0.0,18136.93713488038,"$18,136.94"
Jack-mil,"Police, Fire, EMT",16,19385.849261824133,0.0,19385.849261824133,"$19,385.85"
Jack-mil,"Police, Fire, EMT",17,20639.849611367954,0.0,20639.849611367954,"$20,639.85"
Jack-mil,"Police, Fire, EMT",18,21898.958913560553,0.0,21898.958913560553,"$21,898.96"
Jack-mil,"Police, Fire, EMT",19,23163.19798290743,0.0,23163.19798290743,"$23,163.20"
Jack-mil,"Police, Fire, EMT",20,24432.58771871495,0.0,24432.58771871495,"$24,432.59"
Jack-mil,"Police, Fire, EMT",21,25707.14910543584,0.0,25707.14910543584,"$25,707.15"
Jack-mil,"Police, Fire, EMT",22,26986.903213016092,0.0,26986.903213016092,"$26,986.90"
Jack-mil,"Police, Fire, EMT",23,28271.871197243257,0.0,28271.871197243257,"$28,271.87"
Jack-mil,"Police, Fire, EMT",24,29562.07430009619,0.0,29562.07430009619,"$29,562.07"
Jack-mil,"Police, Fire, EMT",25,30857.53385009619,0.0,30857.53385009619,"$30,857.53"
Jack-mil,"Police, Fire, EMT",26,32158.271262659604,0.0,32158.271262659604,"$32,158.27"
Jack-mil,"Police, Fire, EMT",27,33464.30804045182,0.0,33464.30804045182,"$33,464.31"
Jack-mil,"Police, Fire, EMT",28,34775.66577374275,0.0,34775.66577374275,"$34,775.67"
Jack-mil,"Police, Fire, EMT",29,36092.36614076376,0.0,36092.36614076376,"$36,092.37"
Jack-mil,"Police, Fire, EMT",30,37414.43090806599,0.0,37414.43090806599,"$37,414.43"
Jack-mil,"Police, Fire, EMT",31,38741.881930880205,0.0,38741.881930880205,"$38,741.88"
Jack-mil,"Police, Fire, EMT",32,40074.7411534781,0.0,40074.7411534781,"$40,074.74"
Jack-mil,"Police, Fire, EMT",33,41413.03060953503,0.0,41413.03060953503,"$41,413.03"
Jack-mil,"Police, Fire, EMT",34,42756.772422494294,0.0,42756.772422494294,"$42,756.77"
Jack-mil,"Police, Fire, EMT",35,44105.988805932815,0.0,44105.988805932815,"$44,105.99"
Jack-mil,"Police, Fire, EMT",36,45460.70206392839,0.0,45460.70206392839,"$45,460.70"
Jack-mil,"Police, Fire, EMT",37,46820.934591428384,0.0,46820.934591428384,"$46,820.93"
Jack-mil,"Police, Fire, EMT",38,48186.708874619966,0.0,48186.708874619966,"$48,186.71"
Jack-mil,"Police, Fire, EMT",39,49558.04749130179,0.0,49558.04749130179,"$49,558.05"
Jack-mil,"Police, Fire, EMT",40,50934.97311125728,0.0,50934.97311125728,"$50,934.97"
Jack-mil,"Police, Fire, EMT",41,52317.508496629336,0.0,52317.508496629336,"$52,317.51"
Jack-mil,"Police, Fire, EMT",42,53705.67650229667,0.0,53705.67650229667,"$53,705.68"
Jack-mil,"Police, Fire, EMT",43,55099.5000762516,0.0,55099.5000762516,"$55,099.50"
Jack-mil,"Police, Fire, EMT",44,56499.00225997939,0.0,56499.00225997939,"$56,499.00"
Jack-mil,"Police, Fire, EMT",45,57904.20618883917,0.0,57904.20618883917,"$57,904.21"
Jack-mil,"Police, Fire, EMT",46,59315.13509244639,0.0,59315.13509244639,"$59,315.14"
Jack-mil,"Police, Fire, EMT",47,60731.812295056836,0.0,60731.812295056836,"$60,731.81"
Jack-mil,"Police, Fire, EMT",48,62154.26121595219,0.0,62154.26121595219,"$62,154.26"
Jack-mil,"Police, Fire, EMT",49,63582.50536982719,0.0,63582.50536982719,"$63,582.51"
Jack-mil,"Police, Fire, EMT",50,65016.56836717835,0.0,65016.56836717835,"$65,016.57"
Jack-mil,"Police, Fire, EMT",51,66456.47391469427,0.0,66456.47391469427,"$66,456.47"
Jack-mil,"Police, Fire, EMT",52,67902.24581564753,0.0,67902.24581564753,"$67,902.25"
Jack-mil,"Police, Fire, EMT",53,69353.9079702882,0.0,69353.9079702882,"$69,353.91"
Jack-mil,"Police, Fire, EMT",54,70811.48437623892,0.0,70811.48437623892,"$70,811.48"
Jack-mil,"Police, Fire, EMT",55,72274.9991288916,0.0,72274.9991288916,"$72,275.00"
Jack-mil,"Police, Fire, EMT",56,73744.4764218058,0.0,73744.4764218058,"$73,744.48"
Jack-mil,"Police, Fire, EMT",57,75219.94054710858,0.0,75219.94054710858,"$75,219.94"
Jack-mil,"Police, Fire, EMT",58,76701.41589589618,0.0,76701.41589589618,"$76,701.42"
Jack-mil,"Police, Fire, EMT",59,78188.92695863715,0.0,78188.92695863715,"$78,188.93"
Jack-mil,"Police, Fire, EMT",60,79682.49832557728,0.0,79682.49832557728,"$79,682.50"
Jack-mil,"Police, Fire, EMT",61,81182.15468714605,0.0,81182.15468714605,"$81,182.15"
Jack-mil,"Police, Fire, EMT",62,82687.92083436478,0.0,82687.92083436478,"$82,687.92"
Jack-mil,"Police, Fire, EMT",63,84199.8216592565,0.0,84199.8216592565,"$84,199.82"
Jack-mil,"Police, Fire, EMT",64,85717.88215525744,0.0,85717.88215525744,"$85,717.88"
Jack-mil,"Police, Fire, EMT",65,87242.12741763014,0.0,87242.12741763014,"$87,242.13"
Jack-mil,"Police, Fire, EMT",66,88772.58264387838,0.0,88772.58264387838,"$88,772.58"
Jack-mil,"Police, Fire, EMT",67,90309.2731341637,0.0,90309.2731341637,"$90,309.27"
Jack-mil,"Police, Fire, EMT",68,91852.2242917236,0.0,91852.2242917236,"$91,852.22"
Jack-mil,"Police, Fire, EMT",69,93401.46162329151,0.0,93401.46162329151,"$93,401.46"
Jack-mil,"Police, Fire, EMT",70,94957.01073951849,0.0,94957.01073951849,"$94,957.01"
Jack-mil,"Police, Fire, EMT",71,96518.89735539652,0.0,96518.89735539652,"$96,518.90"
Jack-mil,"Police, Fire, EMT",72,98087.14729068366,0.0,98087.14729068366,"$98,087.15"
Jack-mil,"Police, Fire, EMT",73,99661.78647033086,0.0,99661.78647033086,"$99,661.79"
Jack-mil,"Police, Fire, EMT",74,101242.84092491052,0.0,101242.84092491052,"$101,242.84"
Jack-mil,"Police, Fire, EMT",75,102830.33679104682,0.0,102830.33679104682,"$102,830.34"
Jack-mil,"Police, Fire, EMT",76,104424.3003118478,0.0,104424.3003118478,"$104,424.30"
Jack-mil,"Police, Fire, EMT",77,106024.75783733913,0.0,106024.75783733913,"$106,024.76"
Jack-mil,"Police, Fire, EMT",78,107631.73582489979,0.0,107631.73582489979,"$107,631.74"
Jack-mil,"Police, Fire, EMT",79,109245.26083969937,0.0,109245.26083969937,"$109,245.26"
Jack-mil,"Police, Fire, EMT",80,110865.35955513727,0.0,110865.35955513727,"$110,865.36"
Jack-mil,"Police, Fire, EMT",81,112492.05875328359,0.0,112492.05875328359,"$112,492.06"
Jack-mil,"Police, Fire, EMT",82,114125.38532532191,0.0,114125.38532532191,"$114,125.39"
Jack-mil,"Police, Fire, EMT",83,115765.36627199384,0.0,115765.36627199384,"$115,765.37"
Jack-mil,"Police, Fire, EMT",84,117412.02870404534,0.0,117412.02870404534,"$117,412.03"
Jack-mil,"Police, Fire, EMT",85,119065.3998426749,0.0,119065.3998426749,"$119,065.40"
Jack-mil,"Police, Fire, EMT",86,120725.50701998355,0.0,120725.50701998355,"$120,725.51"
Jack-mil,"Police, Fire, EMT",87,122392.37767942667,0.0,122392.37767942667,"$122,392.38"
Jack-mil,"Police, Fire, EMT",88,124066.0393762677,0.0,124066.0393762677,"$124,066.04"
Jack-mil,"Police, Fire, EMT",89,125746.5197780336,0.0,125746.5197780336,"$125,746.52"
Jack-mil,"Police, Fire, EMT",90,127433.8466649723,0.0,127433.8466649723,"$127,433.85"
Jack-mil,"Police, Fire, EMT",91,129128.04793051186,0.0,129128.04793051186,"$129,128.05"
Jack-mil,"Police, Fire, EMT",92,130829.15158172166,0.0,130829.15158172166,"$130,829.15"
Jack-mil,"Police, Fire, EMT",93,132537.18573977528,0.0,132537.18573977528,"$132,537.19"
Jack-mil,"Police, Fire, EMT",94,134252.1786404155,0.0,134252.1786404155,"$134,252.18"
Jack-mil,"Police, Fire, EMT",95,135974.15863442104,0.0,135974.15863442104,"$135,974.16"
Jack-mil,"Police, Fire, EMT",96,137703.1541880751,0.0,137703.1541880751,"$137,703.15"
Jack-mil,"Police, Fire, EMT",97,139439.19388363612,0.0,139439.19388363612,"$139,439.19"
Jack-mil,"Police, Fire, EMT",98,141182.3064198102,0.0,141182.3064198102,"$141,182.31"
Jack-mil,"Police, Fire, EMT",99,142932.52061222546,0.0,142932.52061222546,"$142,932.52"
Jack-mil,"Police, Fire, EMT",100,144689.86539390852,0.0,144689.86539390852,"$144,689.87"
Jack-mil,"Police, Fire, EMT",101,146454.3698157627,0.0,146454.3698157627,"$146,454.37"
Jack-mil,"Police, Fire, EMT",102,148226.06304704832,0.0,148226.06304704832,"$148,226.06"
Jack-mil,"Police, Fire, EMT",103,150004.97437586484,0.0,150004.97437586484,"$150,004.97"
Jack-mil,"Police, Fire, EMT",104,151791.1332096351,0.0,151791.1332096351,"$151,791.13"
Jack-mil,"Police, Fire, EMT",105,153584.5690755914,0.0,153584.5690755914,"$153,584.57"
Jack-mil,"Police, Fire, EMT",106,155385.31162126362,0.0,155385.31162126362,"$155,385.31"
Jack-mil,"Police, Fire, EMT",107,157193.39061496942,0.0,157193.39061496942,"$157,193.39"
Jack-mil,"Police, Fire, EMT",108,159008.83594630618,0.0,159008.83594630618,"$159,008.84"
Jack-mil,"Police, Fire, EMT",109,160831.67762664525,0.0,160831.67762664525,"$160,831.68"
Jack-mil,"Police, Fire, EMT",110,162661.94578962802,0.0,162661.94578962802,"$162,661.95"
Jack-mil,"Police, Fire, EMT",111,164499.67069166404,0.0,164499.67069166404,"$164,499.67"
Jack-mil,"Police, Fire, EMT",112,166344.88271243125,0.0,166344.88271243125,"$166,344.88"
Jack-mil,"Police, Fire, EMT",113,168197.61235537817,0.0,168197.61235537817,"$168,197.61"
Jack-mil,"Police, Fire, EMT",114,170057.89024822807,0.0,170057.89024822807,"$170,057.89"
Jack-mil,"Police, Fire, EMT",115,171925.74714348544,0.0,171925.74714348544,"$171,925.75"
Jack-mil,"Police, Fire, EMT",116,173801.2139189442,0.0,173801.2139189442,"$173,801.21"
Jack-mil,"Police, Fire, EMT",117,175684.32157819832,0.0,175684.32157819832,"$175,684.32"
Jack-mil,"Police, Fire, EMT",118,177575.10125115418,0.0,177575.10125115418,"$177,575.10"
Jack-mil,"Police, Fire, EMT",119,179473.58419454526,0.0,179473.58419454526,"$179,473.58"
Jack-mil,"Police, Fire, EMT",120,181379.80179244885,0.0,181379.80179244885,"$181,379.80"
Jack-mil,"Police, Fire, EMT",121,183293.78555680488,0.0,183293.78555680488,"$183,293.79"
Jack-mil,"Police, Fire, EMT",122,185215.56712793678,0.0,185215.56712793678,"$185,215.57"
Jack-mil,"Police, Fire, EMT",123,187145.1782750746,0.0,187145.1782750746,"$187,145.18"
Jack-mil,"Police, Fire, EMT",124,189082.6508968802,0.0,189082.6508968802,"$189,082.65"
Jack-mil,"Police, Fire, EMT",125,191028.01702197443,0.0,191028.01702197443,"$191,028.02"
Jack-mil,"Police, Fire, EMT",126,192981.30880946683,0.0,192981.30880946683,"$192,981.31"
Jack-mil,"Police, Fire, EMT",127,194942.55854948706,0.0,194942.55854948706,"$194,942.56"
Jack-mil,"Police, Fire, EMT",128,196911.79866371877,0.0,196911.79866371877,"$196,911.80"
Jack-mil,"Police, Fire, EMT",129,198889.0617059356,0.0,198889.0617059356,"$198,889.06"
Jack-mil,"Police, Fire, EMT",130,200874.38036253926,0.0,200874.38036253926,"$200,874.38"
Jack-mil,"Police, Fire, EMT",131,202867.7874530999,0.0,202867.7874530999,"$202,867.79"
Jack-mil,"Police, Fire, EMT",132,204869.31593089868,0.0,204869.31593089868,"$204,869.32"
Jack-mil,"Police, Fire, EMT",133,206878.99888347252,0.0,206878.99888347252,"$206,879.00"
Jack-mil,"Police, Fire, EMT",134,208896.86953316102,0.0,208896.86953316102,"$208,896.87"
Jack-mil,"Police, Fire, EMT",135,210922.96123765575,0.0,210922.96123765575,"$210,922.96"
Jack-mil,"Police, Fire, EMT",136,212957.3074905516,0.0,212957.3074905516,"$212,957.31"
Jack-mil,"Police, Fire, EMT",137,214999.94192190058,0.0,214999.94192190058,"$214,999.94"
Jack-mil,"Police, Fire, EMT",138,217050.8982987676,0.0,217050.8982987676,"$217,050.90"
Jack-mil,"Police, Fire, EMT",139,219110.21052578883,0.0,219110.21052578883,"$219,110.21"
Jack-mil,"Police, Fire, EMT",140,221177.91264573214,0.0,221177.91264573214,"$221,177.91"
Jack-mil,"Police, Fire, EMT",141,223254.0388400598,0.0,223254.0388400598,"$223,254.04"
Jack-mil,"Police, Fire, EMT",142,225338.62342949363,0.0,225338.62342949363,"$225,338.62"
Jack-mil,"Police, Fire, EMT",143,227431.7008745823,0.0,227431.7008745823,"$227,431.70"
Jack-mil,"Police, Fire, EMT",144,229533.30577627104,0.0,229533.30577627104,"$229,533.31"
Jack-mil,"Police, Fire, EMT",145,231643.47287647356,0.0,231643.47287647356,"$231,643.47"
Jack-mil,"Police, Fire, EMT",146,233762.23705864648,0.0,233762.23705864648,"$233,762.24"
Jack-mil,"Police, Fire, EMT",147,235889.63334836595,0.0,235889.63334836595,"$235,889.63"
Jack-mil,"Police, Fire, EMT",148,238025.6969139066,0.0,238025.6969139066,"$238,025.70"
Jack-mil,"Police, Fire, EMT",149,240170.46306682302,0.0,240170.46306682302,"$240,170.46"
Jack-mil,"Police, Fire, EMT",150,242323.9672625334,0.0,242323.9672625334,"$242,323.97"
Jack-mil,"Police, Fire, EMT",151,244486.2451009057,0.0,244486.2451009057,"$244,486.25"
Jack-mil,"Police, Fire, EMT",152,246657.33232684617,0.0,246657.33232684617,"$246,657.33"
Jack-mil,"Police, Fire, EMT",153,248837.26483089023,0.0,248837.26483089023,"$248,837.26"
Jack-mil,"Police, Fire, EMT",154,251026.07864979576,0.0,251026.07864979576,"$251,026.08"
Jack-mil,"Police, Fire, EMT",155,253223.80996713886,0.0,253223.80996713886,"$253,223.81"
Jack-mil,"Police, Fire, EMT",156,255430.495113912,0.0,255430.495113912,"$255,430.50"
Jack-mil,"Police, Fire, EMT",157,257646.17056912466,0.0,257646.17056912466,"$257,646.17"
Jack-mil,"Police, Fire, EMT",158,259870.87296040624,0.0,259870.87296040624,"$259,870.87"
Jack-mil,"Police, Fire, EMT",159,262104.6390646117,0.0,262104.6390646117,"$262,104.64"
Jack-mil,"Police, Fire, EMT",160,264347.5058084294,0.0,264347.5058084294,"$264,347.51"
Jack-mil,"Police, Fire, EMT",161,266599.51026899164,0.0,266599.51026899164,"$266,599.51"
Jack-mil,"Police, Fire, EMT",162,268860.68967448757,0.0,268860.68967448757,"$268,860.69"
Jack-mil,"Police, Fire, EMT",163,271131.0814047785,0.0,271131.0814047785,"$271,131.08"
Jack-mil,"Police, Fire, EMT",164,273410.72299201606,0.0,273410.72299201606,"$273,410.72"
Jack-mil,"Police, Fire, EMT",165,275699.65212126233,0.0,275699.65212126233,"$275,699.65"
Jack-mil,"Police, Fire, EMT",166,277997.90663111315,0.0,277997.90663111315,"$277,997.91"
Jack-mil,"Police, Fire, EMT",167,280305.52451432345,0.0,280305.52451432345,"$280,305.52"
Jack-mil,"Police, Fire, EMT",168,282622.5439184353,0.0,282622.5439184353,"$282,622.54"
Jack-mil,"Police, Fire, EMT",169,284949.0031464086,0.0,284949.0031464086,"$284,949.00"
Jack-mil,"Police, Fire, EMT",170,287284.9406572543,0.0,287284.9406572543,"$287,284.94"
Jack-mil,"Police, Fire, EMT",171,289630.39506667,0.0,289630.39506667,"$289,630.40"
Jack-mil,"Police, Fire, EMT",172,291985.4051476786,0.0,291985.4051476786,"$291,985.41"
Jack-mil,"Police, Fire, EMT",173,294350.009831269,0.0,294350.009831269,"$294,350.01"
Jack-mil,"Police, Fire, EMT",174,296724.2482070397,0.0,296724.2482070397,"$296,724.25"
Jack-mil,"Police, Fire, EMT",175,299108.15952384524,0.0,299108.15952384524,"$299,108.16"
Jack-mil,"Police, Fire, EMT",176,301501.78319044464,0.0,301501.78319044464,"$301,501.78"
Jack-mil,"Police, Fire, EMT",177,303905.1587761532,0.0,303905.1587761532,"$303,905.16"
Jack-mil,"Police, Fire, EMT",178,306318.3260114966,0.0,306318.3260114966,"$306,318.33"
Jack-mil,"Police, Fire, EMT",179,308741.3247888674,0.0,308741.3247888674,"$308,741.32"
Jack-mil,"Police, Fire, EMT",180,311174.19516318484,0.0,311174.19516318484,"$311,174.20"
Jack-mil,"Police, Fire, EMT",181,313616.97735255683,0.0,313616.97735255683,"$313,616.98"
Jack-mil,"Police, Fire, EMT",182,316069.7117389448,0.0,316069.7117389448,"$316,069.71"
Jack-mil,"Police, Fire, EMT",183,318532.4388688313,0.0,318532.4388688313,"$318,532.44"
Jack-mil,"Police, Fire, EMT",184,321005.1994538904,0.0,321005.1994538904,"$321,005.20"
Jack-mil,"Police, Fire, EMT",185,323488.03437166027,0.0,323488.03437166027,"$323,488.03"
Jack-mil,"Police, Fire, EMT",186,325980.9846662195,0.0,325980.9846662195,"$325,980.98"
Jack-mil,"Police, Fire, EMT",187,328484.09154886525,0.0,328484.09154886525,"$328,484.09"
Jack-mil,"Police, Fire, EMT",188,330997.3963987946,0.0,330997.3963987946,"$330,997.40"
Jack-mil,"Police, Fire, EMT",189,333520.94076378865,0.0,333520.94076378865,"$333,520.94"
Jack-mil,"Police, Fire, EMT",190,336054.7663608992,0.0,336054.7663608992,"$336,054.77"
Jack-mil,"Police, Fire, EMT",191,338598.9150771386,0.0,338598.9150771386,"$338,598.92"
Jack-mil,"Police, Fire, EMT",192,341153.4289701719,0.0,341153.4289701719,"$341,153.43"
Jack-mil,"Police, Fire, EMT",193,343718.3502690125,0.0,343718.3502690125,"$343,718.35"
Jack-mil,"Police, Fire, EMT",194,346293.72137471987,0.0,346293.72137471987,"$346,293.72"
Jack-mil,"Police, Fire, EMT",195,348879.5848611007,0.0,348879.5848611007,"$348,879.58"
Jack-mil,"Police, Fire, EMT",196,351475.9834754127,0.0,351475.9834754127,"$351,475.98"
Jack-mil,"Police, Fire, EMT",197,354082.9601390711,0.0,354082.9601390711,"$354,082.96"
Jack-mil,"Police, Fire, EMT",198,356700.5579483583,0.0,356700.5579483583,"$356,700.56"
Jack-mil,"Police, Fire, EMT",199,359328.8201751364,0.0,359328.8201751364,"$359,328.82"
Jack-mil,"Police, Fire, EMT",200,361967.7902675622,0.0,361967.7902675622,"$361,967.79"
Jack-mil,"Police, Fire, EMT",201,364617.51185080595,0.0,364617.51185080595,"$364,617.51"
Jack-mil,"Police, Fire, EMT",202,367278.028727772,0.0,367278.028727772,"$367,278.03"
Jack-mil,"Police, Fire, EMT",203,369949.3848798233,0.0,369949.3848798233,"$369,949.38"
Jack-mil,"Police, Fire, EMT",204,372631.6244675083,0.0,372631.6244675083,"$372,631.62"
Jack-mil,"Police, Fire, EMT",205,375324.7918312909,0.0,375324.7918312909,"$375,324.79"
Jack-mil,"Police, Fire, EMT",206,378028.93149228365,0.0,378028.93149228365,"$378,028.93"
Jack-mil,"Police, Fire, EMT",207,380744.0881529836,0.0,380744.0881529836,"$380,744.09"
Jack-mil,"Police, Fire, EMT",208,383470.3066980112,0.0,383470.3066980112,"$383,470.31"
Jack-mil,"Police, Fire, EMT",209,386207.6321948525,0.0,386207.6321948525,"$386,207.63"
Jack-mil,"Police, Fire, EMT",210,388956.1098946041,0.0,388956.1098946041,"$388,956.11"
Jack-mil,"Police, Fire, EMT",211,391715.785232721,0.0,391715.785232721,"$391,715.79"
Jack-mil,"Police, Fire, EMT",212,394486.7038297682,0.0,394486.7038297682,"$394,486.70"
Jack-mil,"Police, Fire, EMT",213,397268.9114921741,0.0,397268.9114921741,"$397,268.91"
Jack-mil,"Police, Fire, EMT",214,400062.45421298844,0.0,400062.45421298844,"$400,062.45"
Jack-mil,"Police, Fire, EMT",215,402867.3781726423,0.0,402867.3781726423,"$402,867.38"
Jack-mil,"Police, Fire, EMT",216,405683.72973971156,0.0,405683.72973971156,"$405,683.73"
Jack-mil,"Police, Fire, EMT",217,408511.5554716833,0.0,408511.5554716833,"$408,511.56"
Jack-mil,"Police, Fire, EMT",218,411350.90211572574,0.0,411350.90211572574,"$411,350.90"
Jack-mil,"Police, Fire, EMT",219,414201.8166094606,0.0,414201.8166094606,"$414,201.82"
Jack-mil,"Police, Fire, EMT",220,417064.3460817396,0.0,417064.3460817396,"$417,064.35"
Jack-mil,"Police, Fire, EMT",221,419938.537853423,0.0,419938.537853423,"$419,938.54"
Jack-mil,"Police, Fire, EMT",222,422824.43943816214,0.0,422824.43943816214,"$422,824.44"
Jack-mil,"Police, Fire, EMT",223,425722.098543185,0.0,425722.098543185,"$425,722.10"
Jack-mil,"Police, Fire, EMT",224,428631.5630700845,0.0,428631.5630700845,"$428,631.56"
Jack-mil,"Police, Fire, EMT",225,431552.8811156107,0.0,431552.8811156107,"$431,552.88"
Jack-mil,"Police, Fire, EMT",226,434486.1009724658,0.0,434486.1009724658,"$434,486.10"
Jack-mil,"Police, Fire, EMT",227,437431.2711301024,0.0,437431.2711301024,"$437,431.27"
Jack-mil,"Police, Fire, EMT",228,440388.4402755251,0.0,440388.4402755251,"$440,388.44"
Jack-mil,"Police, Fire, EMT",229,443357.65729409544,0.0,443357.65729409544,"$443,357.66"
Jack-mil,"Police, Fire, EMT",230,446338.97127034,0.0,446338.97127034,"$446,338.97"
Jack-mil,"Police, Fire, EMT",231,449332.4314887616,0.0,449332.4314887616,"$449,332.43"
Jack-mil,"Police, Fire, EMT",232,452338.08743465453,0.0,452338.08743465453,"$452,338.09"
Jack-mil,"Police, Fire, EMT",233,455355.9887949221,0.0,455355.9887949221,"$455,355.99"
Jack-mil,"Police, Fire, EMT",234,458386.1854588982,0.0,458386.1854588982,"$458,386.19"
Jack-mil,"Police, Fire, EMT",235,461428.7275191721,0.0,461428.7275191721,"$461,428.73"
Jack-mil,"Police, Fire, EMT",236,464483.6652724166,0.0,464483.6652724166,"$464,483.67"
Jack-mil,"Police, Fire, EMT",237,467551.04922021914,0.0,467551.04922021914,"$467,551.05"
Jack-mil,"Police, Fire, EMT",238,470630.930069917,0.0,470630.930069917,"$470,630.93"
Jack-mil,"Police, Fire, EMT",239,473723.3587354354,0.0,473723.3587354354,"$473,723.36"
Jack-mil,"Police, Fire, EMT",240,476828.38633812923,0.0,476828.38633812923,"$476,828.39"
Jack-mil,"Police, Fire, EMT",241,479946.0642076281,0.0,479946.0642076281,"$479,946.06"
Jack-mil,"Police, Fire, EMT",242,483076.4438826848,0.0,483076.4438826848,"$483,076.44"
Jack-mil,"Police, Fire, EMT",243,486219.57711202756,0.0,486219.57711202756,"$486,219.58"
Jack-mil,"Police, Fire, EMT",244,489375.51585521514,0.0,489375.51585521514,"$489,375.52"
Jack-mil,"Police, Fire, EMT",245,492544.3122834961,0.0,492544.3122834961,"$492,544.31"
Jack-mil,"Police, Fire, EMT",246,495726.018780671,0.0,495726.018780671,"$495,726.02"
Jack-mil,"Police, Fire, EMT",247,498920.6879439587,0.0,498920.6879439587,"$498,920.69"
Jack-mil,"Police, Fire, EMT",248,502128.37258486537,0.0,502128.37258486537,"$502,128.37"
Jack-mil,"Police, Fire, EMT",249,505349.125730058,0.0,505349.125730058,"$505,349.13"
Jack-mil,"Police, Fire, EMT",250,508583.00062224077,0.0,508583.00062224077,"$508,583.00"
Jack-mil,"Police, Fire, EMT",251,511830.0507210351,0.0,511830.0507210351,"$511,830.05"
Jack-mil,"Police, Fire, EMT",252,515090.32970386365,0.0,515090.32970386365,"$515,090.33"
Jack-mil,"Police, Fire, EMT",253,518363.89146683743,0.0,518363.89146683743,"$518,363.89"
Jack-mil,"Police, Fire, EMT",254,521650.79012564704,0.0,521650.79012564704,"$521,650.79"
Jack-mil,"Police, Fire, EMT",255,524951.0800164569,0.0,524951.0800164569,"$524,951.08"
Jack-mil,"Police, Fire, EMT",256,528264.8156968039,0.0,528264.8156968039,"$528,264.82"
Jack-mil,"Police, Fire, EMT",257,531592.0519464988,0.0,531592.0519464988,"$531,592.05"
Jack-mil,"Police, Fire, EMT",258,534932.8437685325,0.0,534932.8437685325,"$534,932.84"
Jack-mil,"Police, Fire, EMT",259,538287.2463899845,0.0,538287.2463899845,"$538,287.25"
Jack-mil,"Police, Fire, EMT",260,541655.3152629365,0.0,541655.3152629365,"$541,655.32"
Jack-mil,"Police, Fire, EMT",261,545037.1060653888,0.0,545037.1060653888,"$545,037.11"
Jack-mil,"Police, Fire, EMT",262,548432.6747021807,0.0,548432.6747021807,"$548,432.67"
Jack-mil,"Police, Fire, EMT",263,551842.0773059147,0.0,551842.0773059147,"$551,842.08"
Jack-mil,"Police, Fire, EMT",264,555265.3702378847,0.0,555265.3702378847,"$555,265.37"
Jack-mil,"Police, Fire, EMT",265,558702.6100890072,0.0,558702.6100890072,"$558,702.61"
Jack-mil,"Police, Fire, EMT",266,562153.8536807572,0.0,562153.8536807572,"$562,153.85"
Jack-mil,"Police, Fire, EMT",267,565619.1580661075,0.0,565619.1580661075,"$565,619.16"
Jack-mil,"Police, Fire, EMT",268,569098.5805304719,0.0,569098.5805304719,"$569,098.58"
Jack-mil,"Police, Fire, EMT",269,572592.1785926516,0.0,572592.1785926516,"$572,592.18"
Jack-mil,"Police, Fire, EMT",270,576100.010005787,0.0,576100.010005787,"$576,100.01"
Jack-mil,"Police, Fire, EMT",271,579622.1327583117,0.0,579622.1327583117,"$579,622.13"
Jack-mil,"Police, Fire, EMT",272,583158.6050749114,0.0,583158.6050749114,"$583,158.61"
Jack-mil,"Police, Fire, EMT",273,586709.4854174863,0.0,586709.4854174863,"$586,709.49"
Jack-mil,"Police, Fire, EMT",274,590274.8324861177,0.0,590274.8324861177,"$590,274.83"
Jack-mil,"Police, Fire, EMT",275,593854.7052200385,0.0,593854.7052200385,"$593,854.71"
Jack-mil,"Police, Fire, EMT",276,597449.162798607,0.0,597449.162798607,"$597,449.16"
Jack-mil,"Police, Fire, EMT",277,601058.2646422856,0.0,601058.2646422856,"$601,058.26"
Jack-mil,"Police, Fire, EMT",278,604682.0704136232,0.0,604682.0704136232,"$604,682.07"
Jack-mil,"Police, Fire, EMT",279,608320.6400182411,0.0,608320.6400182411,"$608,320.64"
